org_code,sub_icb_name,region_name,risk_tier,specialty,referrals,bookings,appointment_slot_issues,positive_demand_gap,avg_monthly_absorption,absorption_volatility,avg_asi_rate,max_asi_rate,asi_persistence,active_months,booking_absorption_rate,absorption_weakness,asi_rate_per_10000,latest_3m_absorption,previous_3m_absorption,absorption_trend_3m,cluster_id,cluster_label
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Surgery - Vascular,1035,726,972,309,0.6940454806285227,0.17233319232306454,9384.793328295675,12323.232323232323,1.0,10,0.7014492753623188,0.2985507246376812,9391.304347826088,0.8381547619047618,0.9268710877429092,-0.08871632583814737,1,Volatile access pattern
00L,NHS North East and North Cumbria ICB - 00L,North East and Yorkshire,Review,Urology,3057,1485,3314,1572,0.4848658066615072,0.13776603444407653,10794.84428607751,20803.212851405624,1.0,12,0.4857703631010795,0.5142296368989205,10840.693490350017,0.4816713427042066,0.5908618631503693,-0.10919052044616268,3,True no-slot bottleneck
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,High Risk,Diagnostic Physiological Measurement,1043,0,403,1043,0.0,0.0,3882.8874290576614,4251.497005988024,1.0,7,0.0,1.0,3863.8542665388304,0.0,0.007698617776137156,-0.007698617776137156,3,True no-slot bottleneck
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,2WW,9137,8601,554,553,0.9418570449566864,0.05703494910908467,610.8393468243053,1497.7973568281939,0.5,12,0.941337419284229,0.05866258071577102,606.325927547335,0.913911168114522,0.8992610325518077,0.014650135562714328,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Cardiology,2053,1977,51,211,0.9703856577483302,0.22277660211874706,245.2473357182645,1011.9047619047619,0.16666666666666666,12,0.9629810034096444,0.03701899659035557,248.4169508037019,1.1204149459881945,0.8226018010062823,0.29781314498191214,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Children's & Adolescent Services,3243,2603,129,657,0.8136768609897663,0.13156987763106393,406.3535952326883,719.4244604316547,0.25,12,0.8026518655565834,0.1973481344434166,397.77983348751155,0.8702337338019497,0.7735916179337231,0.09664211586822657,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Dermatology,1797,1681,18,235,0.9406369654686305,0.24751799305372446,95.8547274217002,202.02020202020205,0.0,12,0.9354479688369505,0.06455203116304953,100.1669449081803,0.7620660642468912,0.9722763575222592,-0.210210293275368,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,"Ear, Nose & Throat",2305,2242,8,175,0.9866725754309674,0.17646157140207644,32.16511283837225,99.00990099009901,0.0,12,0.9726681127982646,0.027331887201735405,34.70715835140998,1.0882485266119026,0.9259933350422968,0.16225519156960588,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,GI and Liver (Medicine and Surgery),2558,2395,88,184,0.9361922691727741,0.08259571835778234,348.34814180543816,613.2075471698113,0.08333333333333333,12,0.936278342455043,0.06372165754495696,344.0187646598905,1.0028053971400095,0.9338083980637172,0.06899699907629231,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Gynaecology,2299,1990,170,361,0.8672573493733869,0.14936978162301343,734.3896369843569,1343.2835820895523,0.5833333333333334,12,0.8655937364071336,0.13440626359286645,739.4519356241843,0.9731736661683268,0.8590744846842407,0.11409918148408604,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Ophthalmology,2954,2681,12,273,0.9095432869843244,0.057320624304347506,40.40398121600757,147.05882352941177,0.0,12,0.9075829383886256,0.09241706161137442,40.62288422477996,0.9329665787233524,0.9177467597208375,0.0152198190025149,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Orthopaedics,2028,2420,71,73,1.1772836674340914,0.3482569789069199,346.93917073609026,919.5402298850574,0.08333333333333333,12,1.193293885601578,-0.193293885601578,350.09861932938855,1.3176911874280295,1.0327532628534988,0.2849379245745307,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Respiratory Medicine,1052,897,141,211,0.84478362412827,0.25562634606845835,1316.8096686445028,2121.2121212121215,0.9090909090909091,11,0.8526615969581749,0.1473384030418251,1340.3041825095058,0.950223792036928,0.5489611819815262,0.40126261005540176,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Monitor,Urology,1954,1128,39,826,0.5844217260711589,0.05706850641300428,194.11865007601557,378.7878787878788,0.0,12,0.5772773797338793,0.42272262026612073,199.59058341862846,0.5651765551431103,0.5727726337448559,-0.007596078601745604,1,Volatile access pattern
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Review,Dietetics,1592,0,2,1592,0.0,0.0,15.05901505901506,95.23809523809524,0.0,12,0.0,1.0,12.56281407035176,0.0,0.0,0.0,0,High-volume conversion deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Review,Physiotherapy,8079,0,0,8079,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0,High-volume conversion deficit
00N,NHS North East and North Cumbria ICB - 00N,North East and Yorkshire,Review,Podiatry,1214,103,396,1111,0.08657157619018131,0.03971400806984776,3278.050940318021,4444.444444444444,1.0,12,0.08484349258649095,0.9151565074135091,3261.943986820428,0.07055921308617764,0.1051494844598293,-0.03459027137365166,3,True no-slot bottleneck
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,2WW,15263,14410,613,853,0.9446917593693559,0.029518092129344097,388.87224500341597,1078.6802030456854,0.18181818181818182,11,0.9441132149642927,0.05588678503570732,401.62484439494204,0.9150161470060576,0.9049870149916718,0.010029132014385822,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Cardiology,3728,3505,134,316,0.9447158190924915,0.11909978361232447,355.44158678637376,1208.4592145015106,0.25,12,0.9401824034334764,0.059817596566523634,359.4420600858369,1.0082892202945413,0.8841418327185725,0.12414738757596877,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Children's & Adolescent Services,5014,4186,145,857,0.8387993973238793,0.12269925757999361,292.0880915017126,465.1162790697674,0.0,12,0.8348623853211009,0.1651376146788991,289.1902672516953,0.9342564987096237,0.8113826464360502,0.1228738522735735,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,"Ear, Nose & Throat",4669,4467,63,471,0.9694642686853773,0.1902354130904037,137.15723576002912,295.85798816568047,0.0,12,0.956735917755408,0.043264082244591995,134.93253373313345,1.106552613417602,0.949610231720938,0.15694238169666408,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Endocrinology and Metabolic Medicine,1008,912,16,109,0.9154069332329827,0.10289167899225646,162.51515679292646,392.156862745098,0.0,12,0.9047619047619048,0.09523809523809523,158.73015873015873,0.8608584377499334,0.9117508078775685,-0.050892370127635034,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,GI and Liver (Medicine and Surgery),4538,4061,174,505,0.8955284462486769,0.08017421928710176,376.29292362863026,523.9179954441913,0.08333333333333333,12,0.8948876156897312,0.10511238431026881,383.42882327016304,0.9816769274331665,0.8970627600897619,0.08461416734340454,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Gynaecology,3837,3383,214,479,0.8820105800659532,0.09824064842790872,569.0920999938079,1330.7984790874525,0.5833333333333334,12,0.8816783945790982,0.11832160542090175,557.7273911910346,0.9588135897346396,0.8706621384105214,0.08815145132411817,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Neurology,1669,1590,11,190,0.96317371460553,0.2182792822108787,69.62319425244488,209.7902097902098,0.0,12,0.9526662672258838,0.04733373277411623,65.9077291791492,1.0786143554791794,1.0523775161156015,0.026236839363577902,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Ophthalmology,5304,4855,10,449,0.9166183099244276,0.0445486758516664,20.07725407199393,88.49557522123894,0.0,12,0.9153469079939668,0.08465309200603321,18.85369532428356,0.9318067561732191,0.927581840990209,0.004224915183010047,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Orthopaedics,1587,1519,102,80,0.962263176929859,0.08027542463724852,647.1465772885293,1176.4705882352941,0.6666666666666666,12,0.9571518588531821,0.0428481411468179,642.7221172022685,0.9481566820276498,0.9261711089132346,0.02198557311441518,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Physiotherapy,24656,24320,41,739,0.9878769136317764,0.061808331546470474,16.74682361593178,39.463299131807425,0.0,12,0.9863724853990915,0.013627514600908497,16.62881245944192,1.0050099116019615,0.9866271873158036,0.018382724286157948,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Podiatry,4759,3038,47,1721,0.6365705582184162,0.1509008104706037,94.66706044351888,284.2377260981912,0.0,12,0.6383694053372557,0.3616305946627443,98.76024374868669,0.8169697603535552,0.5919811425882008,0.2249886177653544,0,High-volume conversion deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Respiratory Medicine,1886,1889,17,204,0.9983971345110773,0.3617153547640958,95.35621860966275,198.67549668874173,0.0,12,1.001590668080594,-0.0015906680805939377,90.13785790031814,1.266280128469373,0.6532428070147146,0.6130373214546584,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Rheumatology,1316,1253,30,110,0.9623818052294805,0.16892845742155985,234.00170071925712,425.531914893617,0.0,12,0.9521276595744681,0.0478723404255319,227.96352583586625,0.915066671524337,0.923906359189378,-0.008839687665041063,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Surgery - Not Otherwise Specified,1420,1316,20,143,0.9343253010766599,0.1593218297197245,139.98578160713558,247.93388429752068,0.0,12,0.9267605633802817,0.07323943661971832,140.8450704225352,1.0399174710178234,0.8457842977007738,0.1941331733170496,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Surgery - Vascular,1115,1100,50,52,0.9946146268710288,0.11880788862232933,431.75198352260514,927.8350515463918,0.3333333333333333,12,0.9865470852017937,0.013452914798206317,448.4304932735426,1.0351535760592077,0.9696130903260793,0.06554048573312832,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Monitor,Urology,3066,2108,50,958,0.6926407321552782,0.10408174339074486,169.97562062417387,352.94117647058823,0.0,12,0.6875407697325505,0.3124592302674495,163.07893020221786,0.73372950934318,0.60003885003885,0.13369065930433,1,Volatile access pattern
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Review,Dermatology,6570,803,151,5767,0.12215606387750257,0.027847012328473936,233.30908947785156,458.01526717557255,0.0,12,0.12222222222222222,0.8777777777777778,229.83257229832574,0.13140158355327128,0.13001373879139097,0.001387844761880308,0,High-volume conversion deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Review,Diagnostic Physiological Measurement,1474,310,37,1164,0.20967955718048914,0.04178631866733555,257.0086939342598,359.2814371257485,0.0,9,0.21031207598371776,0.7896879240162822,251.01763907734056,0.17111443700623563,0.20849259674007714,-0.03737815973384151,0,High-volume conversion deficit
00P,NHS North East and North Cumbria ICB - 00P,North East and Yorkshire,Review,Dietetics,2278,0,9,2278,0.0,0.0,44.05847221161571,212.7659574468085,0.0,12,0.0,1.0,39.50834064969271,0.0,0.0,0.0,0,High-volume conversion deficit
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Monitor,2WW,8558,7379,633,1179,0.8611856541168356,0.02790990164227996,744.585185169737,1095.679012345679,0.9166666666666666,12,0.8622341668614162,0.13776583313858382,739.6587987847628,0.8513838612054879,0.8501710422168713,0.0012128189886165819,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Monitor,Dermatology,2849,3400,892,64,1.1929884767732417,0.3037911990307598,3204.0258818688258,4638.783269961978,1.0,9,1.1934011934011934,-0.19340119340119344,3130.9231309231313,0.7882666466180487,1.0640615642122055,-0.27579491759415686,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Monitor,"Ear, Nose & Throat",2683,2209,139,498,0.8341279443004499,0.13851058558424878,512.9754048848862,1980.1980198019803,0.25,12,0.8233320909429743,0.17666790905702567,518.0767797241894,0.8820175146530965,0.8860766186289616,-0.004059103975865064,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Cardiology,1576,1069,1869,507,0.6918965434358042,0.22820138102301085,12163.4241523941,16470.588235294115,1.0,9,0.6782994923857868,0.3217005076142132,11859.137055837564,0.8183611119681663,0.9413760610453571,-0.1230149490771908,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Children's & Adolescent Services,3482,2246,1891,1236,0.6514883739237164,0.1396855822598605,5463.772714730483,7740.863787375415,1.0,11,0.6450315910396324,0.35496840896036763,5430.786904078116,0.7006650689500055,0.79283883238237,-0.0921737634323645,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,GI and Liver (Medicine and Surgery),2480,1629,1757,851,0.6591988788539694,0.08699121316968307,7055.160307728019,11250.0,1.0,12,0.6568548387096774,0.3431451612903226,7084.677419354839,0.6806490654902229,0.6787077721811405,0.0019412933090823259,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Gynaecology,2581,1969,3716,612,0.7634758044741713,0.15873142815625726,14641.552277739378,28680.851063829785,1.0,10,0.7628826036419992,0.23711739635800078,14397.520340953119,0.8081647388822387,0.9099529426191189,-0.10178820373688013,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Orthopaedics,12265,3350,1980,8915,0.2745334405455078,0.044904942656213004,1613.2021895695436,1969.5688926458158,1.0,12,0.27313493681206685,0.7268650631879332,1614.3497757847533,0.25611927516549454,0.2806069140075471,-0.024487638842052573,2,Emerging deterioration
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Rheumatology,1225,461,697,764,0.39045674891400883,0.19998347773623854,5853.546769983607,7605.633802816901,1.0,11,0.3763265306122449,0.623673469387755,5689.795918367347,0.3360843370618087,0.5168192638911744,-0.1807349268293657,1,Volatile access pattern
00Q,NHS Lancashire and South Cumbria ICB - 00Q,North West,Review,Surgery - Not Otherwise Specified,2021,684,723,1337,0.342863235783007,0.09434860993046128,3543.8124389194486,6460.1769911504425,1.0,11,0.3384463137060861,0.661553686293914,3577.436912419594,0.3990573027569839,0.32281837177532474,0.07623893098165918,3,True no-slot bottleneck
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Monitor,2WW,10126,10025,14,101,0.9898098624448547,0.006040095324042859,13.310204083660382,43.10344827586207,0.0,12,0.9900256764763974,0.009974323523602613,13.825794983211535,0.9871760190055131,0.9839141861386919,0.003261832866821246,1,Volatile access pattern
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Monitor,Dermatology,3117,1588,9,1529,0.5101668439108059,0.24758763304309453,29.45700427460834,127.11864406779662,0.0,12,0.5094642284247674,0.49053577157523265,28.873917228103945,0.731780479476507,0.5574537973083707,0.1743266821681363,0,High-volume conversion deficit
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Monitor,Surgery - Not Otherwise Specified,1091,433,18,658,0.40657163462303436,0.07826478997483399,170.10454616368978,491.8032786885246,0.0,12,0.39688359303391385,0.6031164069660861,164.98625114573784,0.3524604416623196,0.464005405256336,-0.11154496359401639,0,High-volume conversion deficit
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,Cardiology,2144,168,41,1976,0.07760900867731552,0.03386099848535472,191.17315080463368,446.92737430167597,0.0,11,0.07835820895522388,0.9216417910447761,191.23134328358208,0.0900687369595999,0.09917569431838154,-0.009106957358781642,0,High-volume conversion deficit
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,Children's & Adolescent Services,2788,203,226,2585,0.0748079166140792,0.016157261373640028,815.7994197867639,1160.220994475138,0.75,12,0.07281205164992827,0.9271879483500718,810.6169296987086,0.07337929004814031,0.08348615653224763,-0.010106866484107316,3,True no-slot bottleneck
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,Diagnostic Physiological Measurement,1528,0,53,1528,0.0,0.0,367.873529612455,573.7704918032787,0.16666666666666666,12,0.0,1.0,346.8586387434555,0.0,0.0,0.0,0,High-volume conversion deficit
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,"Ear, Nose & Throat",3238,499,202,2739,0.15274165871586284,0.026543387697329387,632.1965293322506,1076.923076923077,0.6666666666666666,12,0.15410747374922792,0.845892526250772,623.8418777022854,0.17869369207460198,0.161908814316965,0.016784877757636985,3,True no-slot bottleneck
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,GI and Liver (Medicine and Surgery),2830,673,105,2157,0.2388729402149343,0.026306019286938136,380.965367218155,534.75935828877,0.25,12,0.23780918727915196,0.7621908127208481,371.0247349823322,0.24596161453373377,0.24829063102772309,-0.002329016493989311,0,High-volume conversion deficit
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,Gynaecology,2193,537,398,1656,0.24820113857878265,0.061965799879409304,1814.9128775803663,2670.807453416149,1.0,12,0.2448700410396717,0.7551299589603283,1814.8654810761514,0.23363555940311298,0.2981633607159554,-0.06452780131284241,3,True no-slot bottleneck
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,Orthopaedics,8383,4767,319,3616,0.5690599510434357,0.051810842065396816,379.7288797920855,643.1535269709543,0.125,8,0.5686508409877132,0.43134915901228676,380.53202910652516,0.5913975182702601,0.689861359184723,-0.09846384091446292,2,Emerging deterioration
00R,NHS Lancashire and South Cumbria ICB - 00R,North West,Review,Urology,1777,492,362,1285,0.2782313517732597,0.05603373894225424,2049.230975923515,3333.333333333333,1.0,12,0.27687113111986494,0.7231288688801351,2037.1412492965674,0.32560791341626255,0.277281792322076,0.04832612109418655,3,True no-slot bottleneck
00T,NHS Greater Manchester ICB - 00T,North West,High Risk,Cardiology,2393,596,3064,1797,0.24670879427430328,0.04961075969269856,12313.911895493873,18948.59813084112,1.0,7,0.24905975762641036,0.7509402423735896,12804.011700793983,0.5778657161834732,0.840753617522836,-0.2628879013393628,3,True no-slot bottleneck
00T,NHS Greater Manchester ICB - 00T,North West,High Risk,Dermatology,2120,223,2770,1897,0.11195171081454793,0.08134329502057851,13051.197293219862,17149.87714987715,1.0,6,0.10518867924528302,0.894811320754717,13066.037735849057,0.12320650754475783,0.18214514673493,-0.058938639190172185,3,True no-slot bottleneck
00T,NHS Greater Manchester ICB - 00T,North West,High Risk,Physiotherapy,7852,0,2268,7852,0.0,0.0,2854.305326712876,4196.83257918552,1.0,10,0.0,1.0,2888.436067244014,0.0,0.0,0.0,2,Emerging deterioration
00T,NHS Greater Manchester ICB - 00T,North West,Monitor,Diagnostic Endoscopy,1286,443,2,843,0.3387138636687705,0.06155021815643229,14.095061375963459,88.49557522123894,0.0,12,0.34447900466562986,0.6555209953343701,15.552099533437014,0.3866861352624942,0.3611915148923404,0.025494620370153764,0,High-volume conversion deficit
00T,NHS Greater Manchester ICB - 00T,North West,Monitor,"Ear, Nose & Throat",2045,3656,3145,0,1.7567848373833501,0.8499547806679444,15420.549448775599,22653.631284916202,1.0,6,1.7877750611246943,-0.7877750611246943,15378.973105134475,0.6704628483159724,1.0423775163805669,-0.3719146680645945,1,Volatile access pattern
00T,NHS Greater Manchester ICB - 00T,North West,Monitor,Pain Management,1596,872,19,724,0.5508970680946604,0.1323960988617813,120.16077594567402,375.9398496240601,0.0,12,0.5463659147869674,0.4536340852130326,119.04761904761904,0.4634462392281158,0.5631103581831466,-0.0996641189550308,1,Volatile access pattern
00T,NHS Greater Manchester ICB - 00T,North West,Monitor,Surgery - Not Otherwise Specified,1941,1854,156,107,0.958562345200893,0.06796553815325772,856.9610889921137,3897.0588235294117,0.3333333333333333,12,0.955177743431221,0.04482225656877903,803.70942812983,0.9971097175104462,0.963172898056619,0.033936819453827205,1,Volatile access pattern
00T,NHS Greater Manchester ICB - 00T,North West,Review,2WW,9695,8928,3777,767,0.9200903308239903,0.01629307634433134,3875.0597727725985,4295.729764181007,1.0,7,0.9208870551830841,0.07911294481691589,3895.822588963383,0.9088627891566495,0.9303521923727228,-0.02148940321607329,1,Volatile access pattern
00T,NHS Greater Manchester ICB - 00T,North West,Review,Children's & Adolescent Services,5084,2948,4041,2136,0.583997906643424,0.0968115462448128,7976.121758371815,10256.410256410256,1.0,10,0.5798583792289536,0.42014162077104644,7948.46577498033,0.49778525323636164,0.8450065077556502,-0.3472212545192886,1,Volatile access pattern
00T,NHS Greater Manchester ICB - 00T,North West,Review,Diabetic Medicine,1102,504,1064,598,0.47645287333973585,0.14945794830479994,9659.822685770816,11411.764705882353,1.0,10,0.4573502722323049,0.5426497277676952,9655.172413793103,0.5906953344503707,0.5556903991370011,0.03500493531336957,3,True no-slot bottleneck
00T,NHS Greater Manchester ICB - 00T,North West,Review,Diagnostic Imaging,25597,11477,6026,14120,0.4490601674089483,0.05757634279626474,2368.5173244558323,3613.373339048436,1.0,12,0.44837285619408523,0.5516271438059148,2354.1821307184437,0.4327693056474124,0.39682266420997775,0.035946641437434645,2,Emerging deterioration
00T,NHS Greater Manchester ICB - 00T,North West,Review,Diagnostic Physiological Measurement,5254,847,2226,4407,0.16077725060182008,0.03648582523705582,4220.328361572707,6322.418136020152,1.0,12,0.1612105062809288,0.8387894937190712,4236.7719832508565,0.18276763938056706,0.1593104783150637,0.023457161065503357,3,True no-slot bottleneck
00T,NHS Greater Manchester ICB - 00T,North West,Review,GI and Liver (Medicine and Surgery),3769,2461,1720,1308,0.64967563818107,0.11585317743975557,4544.6239429320085,5110.132158590308,1.0,10,0.6529583443884319,0.3470416556115681,4563.544706818784,0.651479882627659,0.7682228791984889,-0.11674299657082987,1,Volatile access pattern
